Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
Brazil,2022.0,Man-in-the-Middle,Education,91.69,581034.0,Insider,Social Engineering,VPN,67.0
Russia,2019.0,Ransomware,Retail,19.97,722544.0,Hacker Group,Social Engineering,Encryption,14.0
Brazil,2024.0,Phishing,IT,28.78,793783.0,Insider,Social Engineering,Firewall,17.0
China,2023.0,SQL Injection,IT,53.21,620822.0,Unknown,Zero-day,Firewall,21.0
Russia,2022.0,Ransomware,Healthcare,16.6,715102.0,Insider,Zero-day,Antivirus,2.0
Russia,2021.0,Man-in-the-Middle,Banking,44.32,634390.0,,Zero-day,Antivirus,54.0
Japan,2021.0,Ransomware,Government,10.34,791473.0,Nation-state,Weak Passwords,Firewall,58.0
China,2022.0,Phishing,IT,41.81,631816.0,Unknown,Weak Passwords,Firewall,29.0
,2016.0,Malware,Banking,84.54,,Nation-state,Social Engineering,Antivirus,41.0
Japan,2015.0,Malware,Telecommunications,40.38,118734.0,Insider,Unpatched Software,AI-based Detection,21.0
India,2020.0,Man-in-the-Middle,Education,39.15,963367.0,Insider,Zero-day,Encryption,50.0
Australia,2021.0,SQL Injection,Telecommunications,22.51,,Insider,Social Engineering,Antivirus,47.0
Brazil,2017.0,Ransomware,Government,58.18,824704.0,Hacker Group,Zero-day,Antivirus,30.0
Germany,2023.0,Man-in-the-Middle,Banking,92.48,1326.0,Nation-state,Social Engineering,Antivirus,11.0
UK,2015.0,Phishing,Banking,51.38,630931.0,Insider,Zero-day,AI-based Detection,48.0
Germany,2016.0,Phishing,Government,93.61,395731.0,Insider,Unpatched Software,AI-based Detection,64.0
Australia,2017.0,Ransomware,Government,27.38,918816.0,Unknown,Weak Passwords,AI-based Detection,58.0
Australia,2021.0,Malware,Healthcare,74.61,,Nation-state,Weak Passwords,Antivirus,21.0
UK,2019.0,SQL Injection,IT,78.84,464960.0,Unknown,Unpatched Software,Encryption,24.0
USA,2019.0,Ransomware,Telecommunications,65.7,51619.0,Insider,Unpatched Software,VPN,3.0
Brazil,2017.0,Phishing,IT,81.04,850794.0,Unknown,Social Engineering,Antivirus,69.0
France,2015.0,Man-in-the-Middle,Banking,27.2,559841.0,Nation-state,Unpatched Software,VPN,22.0
China,2018.0,DDoS,Healthcare,86.38,,Nation-state,Weak Passwords,Antivirus,62.0
Brazil,2016.0,Malware,Education,83.93,102797.0,Unknown,Weak Passwords,Firewall,17.0
France,2022.0,Ransomware,Healthcare,40.36,439046.0,Insider,Social Engineering,VPN,42.0
USA,2019.0,SQL Injection,Telecommunications,57.4,51312.0,Insider,Social Engineering,AI-based Detection,26.0
Brazil,2022.0,Ransomware,Retail,1.42,510870.0,Unknown,Unpatched Software,AI-based Detection,35.0
Russia,2021.0,SQL Injection,Government,66.5,348118.0,,Zero-day,VPN,42.0
Australia,2016.0,Ransomware,Healthcare,47.18,509930.0,Unknown,Social Engineering,AI-based Detection,68.0
UK,2016.0,Ransomware,IT,58.99,822380.0,Hacker Group,Zero-day,,26.0
Germany,2022.0,SQL Injection,Banking,52.91,619669.0,Unknown,Unpatched Software,Antivirus,19.0
Australia,2023.0,SQL Injection,Telecommunications,20.95,341111.0,Insider,Weak Passwords,VPN,14.0
France,2018.0,Ransomware,Government,2.79,443730.0,Hacker Group,Weak Passwords,Antivirus,39.0
Japan,2017.0,DDoS,IT,27.76,824968.0,Insider,Weak Passwords,Encryption,15.0
Japan,2016.0,Man-in-the-Middle,Retail,58.77,172346.0,Nation-state,Social Engineering,AI-based Detection,51.0
Germany,2022.0,DDoS,Telecommunications,51.95,919855.0,Hacker Group,Weak Passwords,Antivirus,
Germany,2021.0,Man-in-the-Middle,IT,,254634.0,Hacker Group,Social Engineering,AI-based Detection,5.0
France,2022.0,Phishing,Retail,39.15,724409.0,Unknown,Weak Passwords,Antivirus,56.0
UK,2018.0,Phishing,Healthcare,95.3,269142.0,Unknown,Unpatched Software,Encryption,72.0
India,2024.0,Phishing,Retail,92.48,32067.0,Insider,Unpatched Software,Antivirus,19.0
Germany,2020.0,Malware,Government,32.2,591314.0,Hacker Group,Weak Passwords,Encryption,65.0
Germany,2019.0,SQL Injection,Healthcare,91.72,149171.0,Hacker Group,Zero-day,VPN,64.0
Brazil,2016.0,DDoS,IT,13.52,535205.0,Hacker Group,Social Engineering,AI-based Detection,53.0
Germany,2022.0,,Education,87.93,471889.0,Nation-state,Zero-day,Antivirus,4.0
France,2019.0,Phishing,Healthcare,52.18,869751.0,Insider,Zero-day,Firewall,12.0
Russia,2017.0,DDoS,Education,50.42,690010.0,Nation-state,Weak Passwords,Firewall,18.0
Brazil,2017.0,Ransomware,Healthcare,32.9,433987.0,Unknown,Zero-day,AI-based Detection,21.0
UK,2017.0,Phishing,Banking,1.54,31262.0,Unknown,Social Engineering,Firewall,56.0
,2022.0,Malware,Retail,32.26,824433.0,Nation-state,,AI-based Detection,60.0
Germany,2023.0,Man-in-the-Middle,Retail,23.28,651963.0,Insider,Unpatched Software,AI-based Detection,53.0
France,2017.0,SQL Injection,Education,81.06,349070.0,Unknown,Zero-day,VPN,41.0
USA,2024.0,Malware,Telecommunications,71.42,967411.0,Hacker Group,Social Engineering,AI-based Detection,47.0
,2021.0,SQL Injection,Retail,64.81,263770.0,Unknown,Social Engineering,Antivirus,62.0
UK,2016.0,Phishing,Retail,85.89,714670.0,Hacker Group,Weak Passwords,,32.0
USA,2021.0,DDoS,Telecommunications,47.84,498904.0,Hacker Group,Zero-day,Antivirus,65.0
USA,2024.0,Phishing,Education,47.95,569539.0,Unknown,Weak Passwords,Encryption,18.0
China,2016.0,Man-in-the-Middle,Retail,82.52,217938.0,Nation-state,Weak Passwords,VPN,69.0
China,2022.0,Ransomware,,,172607.0,Unknown,,VPN,60.0
India,2023.0,Man-in-the-Middle,Retail,95.66,424762.0,Insider,Unpatched Software,VPN,10.0
Japan,2019.0,Man-in-the-Middle,IT,42.34,130309.0,Insider,Zero-day,AI-based Detection,56.0
India,2018.0,,Government,65.11,95378.0,Insider,Social Engineering,Antivirus,
India,2017.0,,IT,53.95,920801.0,Nation-state,Zero-day,Antivirus,52.0
Japan,2020.0,Man-in-the-Middle,Retail,91.36,551038.0,Insider,Social Engineering,Firewall,21.0
,2016.0,Malware,Telecommunications,85.8,962508.0,Unknown,Social Engineering,AI-based Detection,13.0
France,2020.0,Malware,,92.29,267554.0,Hacker Group,Social Engineering,Firewall,45.0
Japan,2020.0,Ransomware,IT,25.3,76258.0,Unknown,Social Engineering,VPN,43.0
Russia,2016.0,Malware,Banking,3.6,661377.0,,Weak Passwords,Antivirus,66.0
Australia,2022.0,SQL Injection,Retail,56.62,310341.0,Unknown,Weak Passwords,Encryption,32.0
Russia,2017.0,,Education,66.25,702883.0,Insider,Unpatched Software,VPN,31.0
USA,2017.0,Malware,Education,78.38,516103.0,Hacker Group,Unpatched Software,Firewall,62.0
USA,2015.0,Malware,Retail,84.7,542283.0,Hacker Group,Social Engineering,Firewall,64.0
Russia,2016.0,SQL Injection,Government,43.75,173441.0,Hacker Group,Social Engineering,Antivirus,43.0
France,2017.0,DDoS,Retail,67.36,856228.0,Hacker Group,Zero-day,Encryption,47.0
UK,2019.0,Malware,IT,68.54,791265.0,Hacker Group,Social Engineering,Firewall,65.0
USA,2019.0,Malware,Retail,45.42,969699.0,Hacker Group,Social Engineering,Firewall,63.0
Russia,2023.0,Malware,Telecommunications,95.0,338867.0,Nation-state,Unpatched Software,AI-based Detection,34.0
Japan,2018.0,Ransomware,Government,44.98,951249.0,Hacker Group,Weak Passwords,VPN,25.0
USA,2022.0,Ransomware,IT,50.4,34584.0,Insider,Zero-day,Firewall,43.0
Brazil,2021.0,,Education,74.37,298836.0,Hacker Group,,Encryption,29.0
Brazil,2018.0,Malware,Retail,27.82,526161.0,Unknown,Unpatched Software,AI-based Detection,12.0
Brazil,2020.0,Phishing,Government,76.95,476308.0,Insider,Social Engineering,VPN,44.0
China,2017.0,SQL Injection,Banking,29.39,206897.0,Unknown,Zero-day,Encryption,18.0
Japan,2022.0,Malware,IT,1.92,2653.0,Nation-state,Unpatched Software,AI-based Detection,56.0
UK,2024.0,Ransomware,Healthcare,90.37,540353.0,Hacker Group,Unpatched Software,Antivirus,68.0
Germany,2015.0,Phishing,Retail,84.77,779922.0,Nation-state,Zero-day,Antivirus,50.0
Germany,2016.0,Ransomware,Education,24.4,908906.0,Hacker Group,Weak Passwords,AI-based Detection,46.0
Russia,2021.0,Man-in-the-Middle,Healthcare,28.34,446741.0,Nation-state,Weak Passwords,Firewall,20.0
India,2023.0,Phishing,Education,9.95,317488.0,Insider,Social Engineering,VPN,46.0
Brazil,2024.0,Phishing,IT,72.33,182613.0,Unknown,Unpatched Software,AI-based Detection,26.0
UK,2018.0,Ransomware,IT,61.42,211305.0,Hacker Group,Zero-day,Encryption,27.0
UK,2024.0,DDoS,Government,68.83,60379.0,Hacker Group,Unpatched Software,Firewall,32.0
Russia,2020.0,Ransomware,Healthcare,11.11,785179.0,Unknown,Weak Passwords,VPN,2.0
Russia,2022.0,SQL Injection,Telecommunications,1.99,652682.0,Insider,Social Engineering,Encryption,46.0
Brazil,2022.0,SQL Injection,Banking,5.85,52649.0,Nation-state,Unpatched Software,Encryption,57.0
Germany,2024.0,Man-in-the-Middle,Government,45.75,865871.0,Insider,Weak Passwords,Antivirus,58.0
Russia,2022.0,DDoS,Retail,93.71,474552.0,Nation-state,Zero-day,,20.0
France,2024.0,SQL Injection,Healthcare,5.7,400840.0,Insider,Social Engineering,VPN,57.0
USA,2020.0,Phishing,Education,60.57,275819.0,,Social Engineering,Firewall,69.0
Brazil,2021.0,DDoS,Retail,89.79,454088.0,,Social Engineering,VPN,70.0
France,2018.0,Phishing,Government,30.68,338619.0,Hacker Group,,Antivirus,68.0
Brazil,2018.0,Malware,Banking,31.56,940038.0,Hacker Group,Zero-day,Antivirus,24.0
USA,2017.0,DDoS,Government,98.73,17805.0,Nation-state,,Antivirus,31.0
Japan,2020.0,SQL Injection,Telecommunications,92.13,244933.0,Nation-state,Social Engineering,AI-based Detection,37.0
USA,2016.0,Phishing,Retail,71.14,198602.0,Unknown,Zero-day,Firewall,18.0
India,2023.0,DDoS,Retail,73.85,504861.0,Unknown,Weak Passwords,Antivirus,65.0
UK,2016.0,Malware,Telecommunications,91.24,695618.0,Nation-state,Social Engineering,,14.0
China,2022.0,Man-in-the-Middle,Healthcare,5.4,270732.0,Unknown,Weak Passwords,Firewall,31.0
UK,2015.0,Phishing,Retail,77.58,270326.0,Nation-state,Social Engineering,Firewall,24.0
Russia,2017.0,Man-in-the-Middle,Government,80.95,827534.0,Hacker Group,Unpatched Software,Firewall,29.0
Germany,2020.0,Man-in-the-Middle,Retail,46.07,,Insider,Zero-day,Firewall,14.0
Russia,2016.0,Malware,Telecommunications,52.2,,Hacker Group,Unpatched Software,VPN,62.0
,2017.0,Ransomware,Telecommunications,49.56,119598.0,Insider,Unpatched Software,Encryption,43.0
Germany,2016.0,SQL Injection,Education,61.78,387500.0,Nation-state,,AI-based Detection,30.0
Brazil,2018.0,Phishing,Education,66.07,656031.0,Nation-state,Social Engineering,Encryption,36.0
,2022.0,Ransomware,Education,85.72,637259.0,Unknown,Zero-day,VPN,57.0
Russia,2023.0,SQL Injection,Education,0.98,623106.0,Nation-state,Weak Passwords,Firewall,43.0
India,,DDoS,Education,,513867.0,Unknown,Zero-day,Firewall,34.0
Australia,2023.0,Man-in-the-Middle,Healthcare,7.54,710871.0,Insider,Zero-day,Firewall,55.0
India,,Malware,Healthcare,7.08,875225.0,Unknown,Zero-day,Antivirus,31.0
,2024.0,Malware,Retail,71.2,989625.0,Unknown,Social Engineering,Firewall,53.0
China,2016.0,DDoS,Education,89.08,210433.0,Insider,Weak Passwords,AI-based Detection,63.0
USA,2018.0,Malware,IT,26.31,709153.0,Hacker Group,Weak Passwords,VPN,45.0
France,2020.0,Ransomware,IT,21.11,568832.0,Nation-state,Social Engineering,Firewall,12.0
China,2022.0,Phishing,Retail,51.76,355545.0,Unknown,Weak Passwords,Encryption,68.0
Germany,2019.0,,Education,90.91,112635.0,Insider,Weak Passwords,Firewall,55.0
Brazil,,SQL Injection,Banking,89.39,988268.0,Unknown,Zero-day,VPN,44.0
,2021.0,Malware,Education,65.87,357399.0,Nation-state,Zero-day,Encryption,2.0
Japan,2018.0,Man-in-the-Middle,Government,78.16,512258.0,Hacker Group,Weak Passwords,Encryption,32.0
Australia,2024.0,Ransomware,Healthcare,24.21,180760.0,Nation-state,Weak Passwords,Encryption,34.0
USA,2023.0,Man-in-the-Middle,Retail,81.16,691638.0,Unknown,Zero-day,Antivirus,17.0
Russia,2019.0,Ransomware,IT,80.18,123757.0,Insider,Social Engineering,Encryption,54.0
Germany,2018.0,DDoS,Telecommunications,70.0,702285.0,Hacker Group,Zero-day,AI-based Detection,46.0
Australia,2022.0,DDoS,Education,9.73,907708.0,Unknown,Unpatched Software,AI-based Detection,44.0
Australia,2015.0,DDoS,Healthcare,4.49,713160.0,Hacker Group,Unpatched Software,Encryption,
USA,2022.0,Malware,Banking,46.75,239200.0,Nation-state,Social Engineering,Encryption,8.0
China,2016.0,DDoS,Healthcare,63.15,500521.0,Nation-state,Weak Passwords,Encryption,27.0
India,2015.0,Phishing,IT,25.47,741259.0,Hacker Group,Unpatched Software,Antivirus,18.0
,2021.0,SQL Injection,Education,3.97,604843.0,Insider,Unpatched Software,AI-based Detection,40.0
UK,2023.0,SQL Injection,Education,19.17,697610.0,Insider,Weak Passwords,,
Germany,2022.0,SQL Injection,IT,58.35,730850.0,Hacker Group,Weak Passwords,AI-based Detection,27.0
Australia,2018.0,SQL Injection,IT,65.08,417807.0,Insider,Social Engineering,Firewall,46.0
India,2020.0,Malware,Healthcare,3.74,58205.0,Hacker Group,Unpatched Software,Encryption,63.0
India,2016.0,SQL Injection,Healthcare,33.11,830670.0,Unknown,Social Engineering,,11.0
Brazil,2024.0,Ransomware,Government,57.7,691990.0,Insider,Weak Passwords,Antivirus,41.0
USA,2015.0,Ransomware,Retail,74.68,498089.0,Insider,Weak Passwords,Encryption,18.0
China,2015.0,Ransomware,IT,86.82,748040.0,Insider,Weak Passwords,Firewall,18.0
Brazil,2018.0,Ransomware,Healthcare,4.51,909979.0,Nation-state,Social Engineering,VPN,65.0
Australia,2019.0,Man-in-the-Middle,Banking,27.0,286038.0,Nation-state,Social Engineering,Encryption,43.0
Russia,2021.0,SQL Injection,Retail,82.88,479586.0,Insider,Zero-day,AI-based Detection,8.0
Australia,2020.0,Phishing,Banking,42.03,454763.0,Hacker Group,Social Engineering,Firewall,14.0
UK,2019.0,Phishing,,33.85,60183.0,Nation-state,Unpatched Software,AI-based Detection,17.0
Russia,2018.0,Phishing,Education,94.6,596801.0,Nation-state,Weak Passwords,Antivirus,70.0
China,2021.0,Ransomware,IT,71.9,698786.0,Hacker Group,Zero-day,Antivirus,
Japan,2021.0,DDoS,Telecommunications,94.23,441749.0,Nation-state,Unpatched Software,AI-based Detection,55.0
China,2018.0,SQL Injection,Healthcare,76.4,966102.0,Hacker Group,Social Engineering,Firewall,1.0
India,2017.0,Malware,Healthcare,66.29,430200.0,Unknown,Zero-day,Antivirus,48.0
UK,2023.0,Ransomware,Banking,49.89,638668.0,Nation-state,Social Engineering,Encryption,47.0
UK,2019.0,DDoS,Healthcare,81.91,127817.0,Nation-state,Weak Passwords,Antivirus,66.0
Brazil,2017.0,Man-in-the-Middle,Government,14.54,491794.0,Nation-state,Zero-day,Encryption,4.0
Germany,2024.0,Ransomware,IT,33.44,737958.0,Hacker Group,Social Engineering,Encryption,54.0
Australia,2017.0,DDoS,Education,31.74,724207.0,Hacker Group,Weak Passwords,Firewall,54.0
Germany,,SQL Injection,Healthcare,78.11,451780.0,Hacker Group,Unpatched Software,VPN,28.0
India,,Man-in-the-Middle,Healthcare,8.25,875227.0,Unknown,Zero-day,AI-based Detection,20.0
Brazil,,Malware,Banking,17.52,334945.0,Nation-state,Weak Passwords,,33.0
Australia,2023.0,DDoS,,81.89,525978.0,Unknown,Weak Passwords,Antivirus,12.0
UK,2016.0,Phishing,Retail,37.29,761252.0,Insider,Weak Passwords,VPN,
China,2017.0,Phishing,Government,38.87,168075.0,Insider,Social Engineering,AI-based Detection,52.0
Japan,2015.0,Ransomware,Banking,6.57,443408.0,Hacker Group,Weak Passwords,Encryption,71.0
UK,2018.0,DDoS,IT,17.99,60917.0,Unknown,Zero-day,VPN,1.0
USA,2017.0,Man-in-the-Middle,Banking,59.54,839892.0,Nation-state,Weak Passwords,Encryption,20.0
Brazil,2021.0,Ransomware,Government,,673933.0,Unknown,Zero-day,AI-based Detection,22.0
USA,,Ransomware,Education,84.64,534283.0,Insider,Social Engineering,VPN,49.0
UK,2022.0,DDoS,Education,32.2,49715.0,Insider,Unpatched Software,,72.0
China,2022.0,SQL Injection,Banking,1.16,297461.0,Hacker Group,Zero-day,Firewall,15.0
Russia,2021.0,SQL Injection,Healthcare,48.71,861410.0,Unknown,Social Engineering,VPN,7.0
Germany,2016.0,DDoS,Telecommunications,14.28,547178.0,Insider,Social Engineering,Firewall,45.0
Japan,2020.0,Ransomware,Banking,37.38,273660.0,Insider,Weak Passwords,Firewall,6.0
Brazil,2023.0,Phishing,IT,23.01,195113.0,Unknown,Unpatched Software,Encryption,4.0
China,,Man-in-the-Middle,Banking,9.77,881294.0,Insider,Unpatched Software,AI-based Detection,3.0
USA,2024.0,Phishing,Government,58.64,146937.0,,Social Engineering,Firewall,10.0
Russia,2016.0,Phishing,Healthcare,,72191.0,Unknown,Weak Passwords,Antivirus,3.0
Australia,2022.0,Man-in-the-Middle,Government,90.65,898589.0,Hacker Group,Zero-day,AI-based Detection,58.0
Japan,2024.0,Malware,Telecommunications,30.66,430306.0,Nation-state,Weak Passwords,VPN,67.0
Australia,2022.0,,IT,27.02,835814.0,Insider,Weak Passwords,Encryption,40.0
,2015.0,SQL Injection,IT,56.07,837322.0,Insider,Zero-day,AI-based Detection,
Russia,2019.0,SQL Injection,Telecommunications,10.88,299403.0,Unknown,Unpatched Software,Antivirus,23.0
USA,2024.0,Man-in-the-Middle,Government,96.13,482492.0,Unknown,Social Engineering,Encryption,17.0
China,2022.0,DDoS,IT,88.61,777010.0,Hacker Group,Weak Passwords,VPN,34.0
Germany,,DDoS,IT,73.5,806210.0,Unknown,Weak Passwords,Antivirus,5.0
China,2024.0,Malware,Government,1.17,281616.0,Nation-state,Unpatched Software,Encryption,6.0
India,2023.0,Ransomware,Banking,42.02,827952.0,Hacker Group,Unpatched Software,AI-based Detection,21.0
USA,2020.0,Malware,Retail,59.15,179586.0,Hacker Group,Social Engineering,VPN,27.0
UK,2022.0,Phishing,Retail,26.63,725905.0,Hacker Group,Zero-day,VPN,54.0
USA,2016.0,DDoS,Healthcare,30.49,,Hacker Group,Weak Passwords,AI-based Detection,40.0
India,2024.0,Malware,Banking,14.01,141437.0,Nation-state,Weak Passwords,Firewall,10.0
USA,2019.0,DDoS,Government,49.88,441744.0,Unknown,Weak Passwords,Firewall,40.0
Japan,2016.0,Malware,Telecommunications,4.84,936738.0,Insider,Weak Passwords,Antivirus,8.0
USA,2024.0,Malware,Education,75.51,822636.0,Insider,Social Engineering,Antivirus,63.0
Australia,2018.0,,Banking,68.32,843891.0,Unknown,Weak Passwords,Antivirus,31.0
Russia,2020.0,DDoS,Healthcare,6.37,82576.0,Nation-state,Weak Passwords,VPN,40.0
France,2024.0,Ransomware,Banking,97.53,759522.0,Unknown,Weak Passwords,VPN,39.0
UK,2024.0,Ransomware,Banking,12.22,860343.0,Hacker Group,Weak Passwords,Antivirus,42.0
Australia,2023.0,Malware,Government,55.72,14483.0,Nation-state,Weak Passwords,Firewall,36.0
Japan,2023.0,Malware,Telecommunications,67.77,871255.0,Hacker Group,Social Engineering,AI-based Detection,24.0
India,2019.0,Man-in-the-Middle,Government,98.86,,Unknown,Zero-day,Encryption,48.0
Australia,2024.0,Phishing,Education,74.75,109907.0,Insider,Social Engineering,VPN,5.0
Brazil,2022.0,Man-in-the-Middle,Retail,89.11,749386.0,Unknown,Unpatched Software,Firewall,16.0
Russia,2018.0,Malware,Telecommunications,89.79,900723.0,Insider,Zero-day,Firewall,32.0
France,2024.0,Phishing,IT,49.75,943151.0,Nation-state,Zero-day,VPN,66.0
USA,2019.0,Malware,Education,1.05,93580.0,Nation-state,Unpatched Software,VPN,21.0
China,2019.0,Malware,Retail,26.66,303469.0,Insider,Social Engineering,VPN,60.0
USA,2024.0,Malware,Telecommunications,0.71,28436.0,Unknown,Unpatched Software,Encryption,66.0
France,2015.0,Phishing,Healthcare,41.92,383484.0,Unknown,,VPN,52.0
Germany,2017.0,DDoS,Telecommunications,40.05,27446.0,Insider,Social Engineering,AI-based Detection,13.0
Japan,2020.0,Phishing,,73.13,39276.0,Nation-state,Unpatched Software,Firewall,29.0
Brazil,2024.0,SQL Injection,IT,33.94,88304.0,Nation-state,Zero-day,Encryption,41.0
Brazil,2019.0,Malware,Government,4.95,281096.0,Nation-state,Zero-day,AI-based Detection,2.0
Australia,2018.0,SQL Injection,Banking,50.23,793612.0,Nation-state,Zero-day,Firewall,12.0
UK,2016.0,,Banking,49.92,848188.0,Nation-state,Unpatched Software,VPN,12.0
India,2016.0,Man-in-the-Middle,IT,70.24,374767.0,Unknown,Unpatched Software,Antivirus,67.0
France,2019.0,DDoS,Telecommunications,85.65,835349.0,Nation-state,Unpatched Software,VPN,8.0
Japan,2020.0,SQL Injection,Banking,64.25,877560.0,Nation-state,Weak Passwords,Encryption,61.0
Germany,2016.0,Man-in-the-Middle,Government,58.93,249279.0,Unknown,Weak Passwords,VPN,58.0
Japan,2017.0,Ransomware,,9.24,126143.0,Unknown,Weak Passwords,Antivirus,35.0
France,2021.0,Malware,Government,,7910.0,Unknown,Unpatched Software,Firewall,19.0
Brazil,2020.0,SQL Injection,Education,85.12,732802.0,Nation-state,Weak Passwords,Antivirus,62.0
USA,2019.0,DDoS,Telecommunications,12.13,426349.0,Hacker Group,Unpatched Software,Encryption,44.0
China,2019.0,Man-in-the-Middle,Telecommunications,6.24,739538.0,Nation-state,Zero-day,Encryption,5.0
UK,2016.0,SQL Injection,Retail,17.98,251689.0,Nation-state,Social Engineering,Antivirus,1.0
Germany,2015.0,Malware,Education,75.2,461291.0,Insider,Social Engineering,AI-based Detection,5.0
UK,2021.0,Man-in-the-Middle,Banking,71.88,757595.0,Insider,Weak Passwords,VPN,40.0
